Location,Product,Category,Strain,Type,Remaining Count,Usable,Inventory ID,External Barcode,Expiration Date,CostPerUnit,TotalCost,ValuePerUnit,TotalValue,PotentitalProfitPerUnit,TotalPotentialProfit,PostTaxValuePerUnit,PostTaxTotalValue,Grade,RoomData,TotalOnHand Count,Days,Description,TotalOnHand Weight,Remaining Weight,Batch Number,CBD,CBDA,CBN,THC,THCA,Total,THC: ,CBD:,Custom_3 ,Test Date:
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 6241230,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 9623843,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,11,,448,448,,,0.08,,0.288,20.956,18.736572,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 2923171,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,11,,448,448,,,0.042,,0.285,20.344,18.163522,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 8324122,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 6304710,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,11,,448,448,,,0.08,,0.288,20.956,18.736572,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 8226437,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 3542428,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 8682572,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,11,,448,448,,,0.08,,0.288,20.956,18.736572,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 6142767,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 7942319,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 5533834,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 4025112,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,11,,448,448,,,0.032,,0.291,20.629,18.410697,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,64,3.5,M 00026C 14 28 5202568,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 64,64,11,,224,224,,,0.042,,0.285,20.344,18.163522,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 4869463,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,11,,448,448,,,0.08,,0.288,20.956,18.736572,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 5401449,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 3834311,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 4719253,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 4107990,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,40,,448,448,,,,,,,,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 8918973,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,11,,448,448,,,0.08,,0.288,20.956,18.736572,,,,
Bold Team LLC,Member Berry - 1/8th,Flower - 1/8th,Member Berry,Usable Marijuana,128,3.5,M 00026C 14 28 0504485,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,11,,448,448,,,0.08,,0.288,20.956,18.736572,,,,
Bold Team LLC,Member Berry - Ounce,Flower - Ounce,Member Berry,Usable Marijuana,16,28,M 00026C 14 28 6689048,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 16,16,12,,448,448,,,0.075,,0.32,22.634,20.235793,,,,
Bold Team LLC,Member Berry - Ounce,Flower - Ounce,Member Berry,Usable Marijuana,11,28,M 00026C 14 28 6373644,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 11,11,12,,308,308,,,0.075,,0.32,22.634,20.235793,,,,
Bold Team LLC,Purple Ice Water - 1/8th,Flower - 1/8th,Purple Ice Water,Usable Marijuana,128,3.5,M 00026C 14 28 6541383,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,18,,448,448,,,0.021,,0.405,23.2,20.769817,,,,
Bold Team LLC,Queen Mother Gogi - 1/8th,Flower - 1/8th,Queen Mother Gogi,Usable Marijuana,128,3.5,M 00026C 14 28 5521666,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,12,,448,448,,,,,0.482,23.32,20.93364,,,,
Bold Team LLC,Queen Mother Gogi- Ounce,Flower - Ounce,Queen Mother Gogi,Usable Marijuana,16,28,M 00026C 14 28 3264889,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 16,16,12,,448,448,,,,,0.477,24.38,21.85826,,,,
Bold Team LLC,Queen Mother Gogi- Ounce,Flower - Ounce,Queen Mother Gogi,Usable Marijuana,16,28,M 00026C 14 28 2410353,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 16,16,12,,448,448,,,,,0.477,24.38,21.85826,,,,
Bold Team LLC,Queen Mother Gogi- Ounce,Flower - Ounce,Queen Mother Gogi,Usable Marijuana,16,28,M 00026C 14 28 9948776,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 16,16,12,,448,448,,,,,0.477,24.38,21.85826,,,,
Bold Team LLC,White 99 28 Grams,Flower - Ounce,White 99,Usable Marijuana,3,28,M 00026C 14 28 9035165,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 3,3,11,,84,84,,,,,0.384,24.911,22.230947,,,,
Bold Team LLC,Wolverine - 1/8th,Flower - 1/8th,Wolverine,Usable Marijuana,128,3.5,M 00026C 14 28 0394853,,,0,0,0,0,0,0,0,0,,Available - Flower - Packaged - Green Room: 128,128,12,,448,448,,,,,0.198,23.778,21.051306,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12532,,,,,,0,0,0,0,0,0,0,,,12532,,,58537.5,,,,,,,,,,,,
